Date,Team,Opponent,Place,Position,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,L10 GP,L10 MIN,L10 FG%,L10 3P%,L10 FT%,L10 REB,L10 AST,L10 BLK,L10 STL,L10 PF,L10 TO,L10 PTS,VsOpp GP,VsOpp MIN,VsOpp FG%,VsOpp 3P%,VsOpp FT%,VsOpp REB,VsOpp AST,VsOpp BLK,VsOpp STL,VsOpp PF,VsOpp TO,VsOpp PTS,Place GP,Place MIN,Place FG%,Place 3P%,Place FT%,Place REB,Place AST,Place BLK,Place STL,Place PF,Place TO,Place PTS,Points O/U line,PRA O/U line,Actual Points,Actual PRA,Points Result,PRA Result
2/23/2023,PHI,MEM,Home,PF,Tobias Harris,30,53,53,33.6,6.1,12.4,49.6,1.8,4.7,37.3,4.4,7.7,57.1,56.7,1.3,1.5,86.6,1,5,6,2.6,1,0.5,1.3,2,15.4,15,58.9,0.38,0.125,3.4,17.3,10.4,11.7,1.5,1.5,8.8,19,1.9,2.2,4.1,0.112,0.4,0.1,0.5,1.1,10,32.5,46.1,36.1,100,5,2.1,0.5,0.8,1.2,0.9,11.2,1,38,50,83.3,100,11,1,0,1,2,1,21,28,34.2,51.9,40.7,90,6.5,2.5,0.5,0.7,2,1.4,16.3,13.5,21.5,20,26,Over,Over
2/23/2023,PHI,MEM,Home,PG,Tyrese Maxey,22,38,22,32.8,7.1,15.6,45.5,2.3,5.9,39.4,4.8,9.7,49.3,53,3.2,4,80.8,0.4,2.4,2.8,3.6,0.8,0.1,1.5,2.1,19.8,16,56.9,0.381,0.255,1.6,8.5,5.1,17.7,1.3,0.4,7.8,25.6,1.5,1.1,2.6,0.099,0.5,-1.5,-1,0.3,10,29.2,43.9,37,78.9,2.5,2.9,0.1,0.7,2.3,1.1,15.5,,,,,,,,,,,,,21,33.3,44.5,39.7,77.5,2.5,4.3,0.1,1,2.2,1.6,19.3,17.5,23.5,16,22,Under,Under
2/23/2023,NOP,TOR,Road,SG,CJ McCollum,31,52,52,35,7.9,18.2,43.5,2.8,7.4,38.5,5.1,10.8,47,51.4,2.5,3.1,79.6,0.8,3.6,4.3,5.9,1,0.6,2.6,1.9,21.1,16.1,54.1,0.407,0.172,2.4,11.6,7,26.1,1.4,1.6,11.9,26.9,1.1,1.8,2.9,0.077,2,-0.7,1.3,1.5,8,34.4,47,36.2,86.2,3.6,6.5,0.5,0.9,2.9,2.1,20.8,,,,,,,,,,,,,24,35.3,42.3,35.1,77.9,4.3,5.4,0.6,0.9,2.1,2.8,20.4,20.5,30.5,23,32,Over,Over
2/23/2023,NOP,TOR,Road,SF,Brandon Ingram,25,24,24,32.2,8.1,17.3,46.9,1.5,3.8,40.7,6.5,13.5,48.6,51.3,4.7,5.4,87.6,0.5,4.5,5,4.9,0.8,0.5,3.3,2.5,22.4,17.5,57.1,0.22,0.312,1.6,15.8,8.7,24.4,1.1,1.5,14.4,30.3,0.4,0.8,1.2,0.077,1.1,-0.6,0.5,0.5,8,33.1,49.1,36,87.5,4.8,5.3,0.3,0.5,3.3,4.1,26.6,,,,,,,,,,,,,11,32.9,47.1,48.5,88.3,5.7,5,0.6,0.5,2.8,3.5,22.6,24.5,34.5,36,46,Over,Over
2/23/2023,NOP,TOR,Road,SG,Trey Murphy III,22,56,46,29.3,4.4,9.3,48.1,2.2,5.6,39.7,2.2,3.7,60.7,60,1.8,2,91.1,0.8,2.9,3.7,1.3,1,0.5,0.8,2.1,12.9,14.1,63.8,0.602,0.216,2.9,11.2,7,6,1.6,1.7,7.3,15.8,2.8,1.8,4.6,0.133,0.8,0.2,1,1.3,10,30.9,48.6,40.3,83.3,3.2,1,0.5,0.8,2.1,0.9,14.7,1,37,47.1,50,100,5,1,1,1,3,2,26,28,29.6,45.6,34.8,89.4,3.5,1.3,0.5,1.1,2.1,1,12,11.5,16.5,9,11,Under,Under
2/23/2023,NOP,TOR,Road,C,Jonas Valančiūnas,30,58,58,24.7,5.7,10.5,54.4,0.5,1.6,34.1,5.2,8.9,58,57,2.4,2.9,82.5,2.9,6.9,9.7,1.7,0.3,0.5,1.9,3.1,14.4,19.5,61,0.149,0.28,13,31.5,22.2,10.5,0.5,1.8,13.9,23.6,2.3,2,4.3,0.144,0.4,-0.9,-0.5,0.6,9,22.3,55.3,0,83.3,8.8,1.8,0.1,0.2,2.8,1.2,12.1,1,26,50,40,100,13,3,0,0,1,3,16,29,25.8,58.9,39,83.7,9.9,1.7,0.6,0.3,3,1.8,16.1,13.5,24.5,12,26,Under,Over
2/23/2023,TOR,NOP,Home,PF,Pascal Siakam,28,49,49,37.7,9.1,18.8,48.2,1.4,4.1,34.3,7.7,14.7,52,51.9,5.7,7.5,76.5,1.9,5.9,7.8,6.1,0.8,0.6,2.6,3.4,25.2,21,57.1,0.218,0.397,5.3,19.2,11.7,26.3,1.1,1.4,10.4,27.9,4,1.5,5.5,0.144,3.8,-0.5,3.3,2.5,10,38,49.7,44.7,76.4,5.9,4.5,0.2,0.9,3.8,2.2,25.3,1,34,56.3,50,80,6,4,2,2,3,5,23,26,37.4,49.3,42,74.9,7.7,6,0.5,0.8,3.4,2.5,25.4,24.5,36.5,26,35,Over,Under
2/23/2023,TOR,NOP,Home,SF,Scottie Barnes,21,56,55,35.2,6,13.2,45.7,0.9,3.1,30.1,5.1,10.1,50.5,49.3,2.6,3.4,76.8,2.4,4.8,7.1,4.9,1,0.9,2,2.2,15.6,16,53.1,0.234,0.257,7.2,16.6,11.5,20.1,1.4,2.4,12.2,20.2,2,1.8,3.8,0.094,0.9,-0.3,0.6,1.3,10,37.5,44.4,32.5,81.6,7.6,4.7,0.8,0.8,2.8,2,16.4,1,21,14.3,20,50,1,5,1,1,1,3,4,29,35.4,48.6,33,77.7,7.3,5.1,0.9,1.1,1.9,1.8,16.6,15.5,26.5,18,26,Over,Under
2/23/2023,SAC,POR,Home,C,Domantas Sabonis,26,55,55,34.6,7.1,11.6,61.1,0.4,1.2,34.8,6.7,10.4,64.1,62.9,4.2,5.5,76.4,3,9.3,12.3,6.9,0.8,0.5,2.9,3.7,18.8,23,67,0.104,0.479,10,30.5,20.4,28.9,1.2,1.1,17,21,6.5,2.2,8.7,0.219,3.6,1.8,5.4,3.6,10,35.7,63,25,82,11.7,5,0.5,1.2,4.3,2.5,20.4,1,33,50,0,50,4,5,1,1,6,3,13,28,34.6,61,44.4,78.5,11.9,7.8,0.4,0.9,3.7,3.4,18,20.5,39.5,18,46,Under,Over
2/23/2023,SAC,POR,Home,SF,Harrison Barnes,30,57,57,32.6,4.6,9.7,47.1,1.7,4.5,37.4,2.9,5.2,55.4,55.7,4.1,4.9,83.2,1,3.6,4.6,1.6,0.8,0.1,1.1,1.3,14.9,13.9,62.8,0.46,0.507,3.4,12.6,8.1,6.4,1.1,0.3,8.8,17.1,3.2,1.2,4.4,0.113,0.3,-1.3,-1,0.5,10,33.5,39.4,29.7,88.1,3.4,1.1,0.1,0.7,1,0.7,12.2,1,31,50,0,50,8,4,1,0,2,1,9,29,32.7,49.5,39.7,81.7,4.4,1.8,0.1,0.8,1.4,0.8,15.7,14.5,19.5,15,20,Over,Over
2/23/2023,SAC,POR,Home,SG,Kevin Huerter,24,54,54,30.5,5.5,11.4,47.8,2.6,6.8,39.2,2.8,4.7,60.3,59.4,1.3,1.9,69.9,0.6,2.8,3.4,2.9,1.1,0.3,1.4,2.5,14.9,14.2,60.8,0.592,0.167,2.3,10.4,6.4,13.4,1.7,0.9,10.2,19.2,2,1.3,3.3,0.097,0.7,-0.3,0.4,1,10,28.4,43.7,26.2,58.8,3.6,2.6,0.5,1.1,2.5,1,11.6,1,29,66.7,66.7,50,3,2,0,1,2,1,23,27,30.6,51.7,43.8,71.2,3.5,2.8,0.2,1,2.7,1.4,16.7,14.5,21.5,10,14,Under,Under
2/23/2023,SAC,POR,Home,SF,Keegan Murray,22,55,53,29.5,4.2,9.6,44.2,2.5,6,41.5,1.7,3.6,48.7,57.2,0.9,1.1,79.4,1.1,3.5,4.6,1.1,0.7,0.5,0.9,1.9,11.9,11.7,58.9,0.626,0.12,4.4,13.4,9,4.8,1.2,1.5,8.1,16,1.3,1.3,2.6,0.077,0,-1,-1,0.4,10,29.8,38.2,37.1,66.7,6.1,1.5,0.4,0.6,1.2,0.7,9.5,,,,,,,,,,,,,27,30,50,48.1,81.1,4.1,1.1,0.6,0.7,1.8,1,13.7,11.5,17.5,10,13,Under,Under
2/23/2023,POR,SAC,Road,PF,Drew Eubanks,25,56,13,19.5,2.5,3.6,68.1,0.1,0.1,42.9,2.4,3.5,69,68.9,0.9,1.3,68,1.6,3.3,4.9,1.1,0.5,1.2,0.8,2.2,5.9,15.9,70,0.034,0.368,9.8,19.5,14.7,8.1,1.3,5.4,15.7,11.2,2.2,1.2,3.4,0.149,-0.6,1.2,0.6,0.7,10,23.4,54.7,0,77.8,6.4,1.9,1.2,0.5,2.8,0.9,7.2,1,16,0,0,0,3,1,2,0,2,0,0,26,19.5,70.9,0,61.1,4.9,1.1,1,0.5,2.4,0.8,5.5,8.5,17.5,8,18,Under,Over
2/23/2023,OKC,UTA,Road,PG,Shai Gilgeous-Alexander,24,53,53,35.4,10.2,20.1,50.8,0.9,2.6,34.3,9.3,17.5,53.2,53,9.5,10.5,91.2,0.9,3.8,4.7,5.7,1.6,1.1,2.9,2.7,30.8,27.3,62.4,0.129,0.521,2.6,11.8,7.1,26.2,2.2,2.8,10.5,32.5,6.7,2.3,8.9,0.229,5.7,1.3,7.1,4.3,10,34.7,50.3,25,93.3,4.3,6.2,1.1,1.5,3.2,2.5,31.5,,,,,,,,,,,,,28,35.3,51.4,33.3,92.1,4.2,5.4,0.9,1.7,2.5,2.9,30.9,31.5,42.5,39,54,Over,Over
2/23/2023,OKC,UTA,Road,SG,Josh Giddey,20,52,52,30.8,7,14.4,48.9,0.9,3,31.6,6.1,11.4,53.4,52.1,1.3,1.6,78.6,1.9,5.8,7.8,5.9,0.8,0.5,3,2.1,16.3,16.7,53.9,0.207,0.112,6.6,20.7,13.5,28.5,1.2,1.4,16.7,24.6,0.6,1.8,2.4,0.073,0.9,-0.4,0.5,1,10,30.2,50,25,71.4,6.6,6.4,0.4,1.2,2,3,17.3,,,,,,,,,,,,,27,31.4,47.7,31.6,83.9,8,5.5,0.6,0.5,2.4,3.1,17.3,17.5,30.5,18,32,Over,Over
2/23/2023,OKC,UTA,Road,SF,Jalen Williams,21,53,40,29,4.9,9.6,50.8,0.9,2.7,32.4,4,6.9,57.9,55.3,1.5,2,75.9,0.9,3.2,4.1,2.9,1.2,0.5,1.6,2.5,12.2,13.6,57.9,0.278,0.212,3.3,12.1,7.7,13.6,2,1.7,13,17.4,1.2,1.7,3,0.093,-1.5,0.5,-1,0.4,10,32,52.7,48.1,76.9,5.1,2.9,0.6,2.2,2.2,1.7,15.1,,,,,,,,,,,,,27,28.8,48.3,31.5,73.5,3.9,2.9,0.6,1.4,2.7,1.5,10.9,13.5,20.5,9,17,Under,Under
2/23/2023,UTA,OKC,Home,PF,Lauri Markkanen,25,54,54,34.3,8.4,16.4,51.2,3,7.4,41.2,5.4,9,59.4,60.5,5,5.7,87.7,1.8,6.8,8.6,1.8,0.6,0.6,1.8,2.1,24.9,22.5,65.7,0.449,0.348,5.8,21.5,13.7,8.4,0.9,1.5,8.8,25.4,5.7,1.5,7.2,0.187,5,-1,4.1,2.8,9,34.7,47.6,33.8,90.2,7.7,1.8,0.7,0.6,2.1,1.7,25.2,,,,,,,,,,,,,27,34.3,52.3,44.9,88.9,8.8,1.9,0.7,0.7,2.4,1.9,24.7,26.5,38.5,43,56,Over,Over
2/23/2023,UTA,OKC,Home,PG,Jordan Clarkson,30,58,58,32.5,7.6,17,44.6,2.6,7.6,34.5,4.9,9.3,52.9,52.4,3.3,4,81.8,1.2,2.9,4.1,4.2,0.5,0.2,3,1.9,21,15.1,56.2,0.45,0.235,3.9,9.7,6.8,20.2,0.8,0.6,13.8,28,1.3,0.7,1.9,0.05,1.2,-2.5,-1.3,0.3,9,32.2,40.7,32.4,80,4.6,3.8,0.2,0.6,1.8,3.7,20.7,,,,,,,,,,,,,30,32.8,44.7,33.6,77.7,4.5,4.1,0.1,0.5,2.2,3.1,21.3,23.5,32.5,24,34,Over,Over
2/23/2023,UTA,OKC,Home,PF,Kelly Olynyk,31,48,48,28.2,4.1,8.2,49.6,1.5,3.6,40.5,2.6,4.6,56.8,58.5,2.5,3,85.3,1.3,4.1,5.3,3.3,1,0.6,2.2,3.8,12.1,14.1,63.8,0.44,0.364,4.9,15.7,10.3,15.9,1.6,1.7,18.7,17.4,1.9,1.2,3,0.108,-0.5,0.7,0.2,0.7,9,26.8,46.9,37.1,100,6.8,3.4,0.2,0.3,3,1.8,12,,,,,,,,,,,,,23,27,44.3,32.9,83.1,5,3.3,0.5,1,3.8,2.5,11,11.5,21.5,12,22,Over,Over
2/23/2023,UTA,OKC,Home,C,Walker Kessler,21,57,23,21.3,3.6,5,71.2,0,0,0,3.6,5,71.2,71.2,1.1,2,54.4,2.9,4.8,7.7,0.8,0.4,2.1,0.8,2.3,8.2,21,69.8,0,0.4,15.1,24.3,19.7,5,0.9,8,12.1,13.2,3.1,1.7,4.9,0.193,1,1.4,2.4,1.3,10,26.7,72.1,0,52,9.6,0.9,2.7,0.7,2.1,1.1,11.1,,,,,,,,,,,,,28,23.3,70.1,0,61.5,8.8,0.7,2.4,0.6,2.6,0.9,9.1,11.5,23.5,7,26,Under,Over
2/23/2023,SAS,DAL,Road,SF,Keldon Johnson,23,52,52,32.6,7.8,17.4,44.4,2.2,6.6,32.8,5.6,10.8,51.5,50.7,4.2,5.4,77.8,0.9,3.9,4.7,2.7,0.7,0.2,2.1,1.9,21.8,15.4,55.2,0.379,0.308,2.8,13.7,8,12.7,1,0.4,9.5,27.8,0.9,0.2,1.2,0.033,0.8,-2.8,-2,0,9,34.2,52,23.8,76.4,4.3,3.6,0,0.8,1.6,2.1,23.3,1,36,52.6,80,85.7,4,0,0,0,4,0,30,24,31.8,42.9,31.8,78.2,4.2,2.7,0.1,0.6,1.6,2.2,20.8,22.5,30.5,22,37,Under,Over
2/23/2023,SAS,DAL,Road,PF,Zach Collins,25,48,11,21.2,3.9,7.2,53.9,0.6,1.7,35.8,3.3,5.5,59.4,58.1,1.6,2.2,74.3,1.8,4.1,5.9,2.6,0.4,0.6,1.9,3.2,10,15.6,61.2,0.233,0.303,9,22.4,15.4,17.6,1,2.4,19,19.8,1,0.5,1.5,0.072,-1.1,-0.1,-1.2,0.2,10,23.1,54.1,33.3,73.9,6.4,3.2,0.4,0.6,3.1,1.7,11.6,1,18,83.3,100,100,5,2,0,0,5,2,13,23,21.6,55.1,43.9,81.6,5.8,2.7,0.5,0.6,2.9,1.8,11,13.5,24.5,13,28,Under,Over
2/23/2023,DAL,SAS,Home,PG,Luka Dončić,23,50,50,36.5,11.2,22.2,50.5,2.7,7.8,34.9,8.5,14.4,59,56.7,8.1,11.1,73,0.9,7.9,8.8,8.1,1.5,0.5,3.7,2.7,33.3,30.2,61.4,0.353,0.499,2.9,26.1,14.3,44.5,2.1,1.2,11.9,38.3,6.3,2.4,8.6,0.226,8.2,1.9,10.1,5.5,5,34.2,59,33.3,74.1,8.2,5.8,0,1.8,1.6,4,36.2,1,37,62.1,60,60,6,9,1,4,3,0,51,28,36.3,52.4,35.6,74.6,9.5,7.9,0.5,1.4,3,3.6,35.2,32.5,48.5,28,45,Under,Under
2/23/2023,DAL,SAS,Home,SG,Josh Green,22,40,9,24.9,3.3,6.1,54.5,1.2,2.8,41.1,2.2,3.3,66.2,64,1.5,2.1,72,0.9,1.8,2.7,1.6,0.9,0.1,1,2.6,9.2,12.6,66.3,0.463,0.339,4.3,8.6,6.4,9.5,1.8,0.3,12.8,14.6,1.6,0.7,2.3,0.11,-1.4,0.1,-1.3,0.2,10,34.7,51.4,34.8,70.8,3.6,2.7,0.2,0.8,3,1.6,14.1,,,,,,,,,,,,,21,24,62.7,49,69.8,2.6,1.3,0,0.9,2.5,0.9,9.2,11.5,16.5,11,14,Under,Under
2/27/2023,CHA,DET,Home,SF,Gordon Hayward,32,36,36,31.2,5.4,11.5,47,1.1,3.2,32.8,4.3,8.3,52.5,51.6,2.6,3.3,81.2,0.8,3.7,4.4,3.6,0.9,0.2,1.9,1.4,14.5,13.5,56.1,0.281,0.283,2.5,12.9,7.5,16.7,1.4,0.6,12.6,19.7,0.6,0.7,1.4,0.058,-1.2,-0.4,-1.6,0.1,10,30.9,52.2,40,83.8,4,3.4,0.1,1.2,2.3,1.6,16.1,1,26,83.3,100,50,4,2,0,1,1,4,12,15,31.1,48.8,34.1,81.1,3,4,0.2,1.1,1.9,1.8,14.9,16.5,25.5,19,30,Over,Over
2/27/2023,CHA,DET,Home,SG,Terry Rozier,28,51,51,35.6,7.9,19,41.3,2.7,8.1,32.8,5.2,10.9,47.7,48.3,3,3.6,82.6,0.9,3.3,4.2,4.8,1.1,0.3,2.1,1.9,21.4,14.8,51.8,0.427,0.189,2.7,10,6.2,21.1,1.5,0.6,9.2,26.6,0.4,1.1,1.5,0.04,0.7,-1.5,-0.8,0.6,9,34.8,40.8,28.8,81.4,3.8,3.7,0.3,1.8,1.9,1.1,20,2,38.5,36.2,17.4,83.3,5.5,1.5,0.5,1.5,2.5,0.5,24,25,35.4,40.8,31.6,82.2,3.9,5.4,0.4,0.9,2,2.1,21,21.5,30.5,22,28,Over,Under
2/27/2023,CHA,DET,Home,PG,Lamelo Ball,21,35,35,35.6,8.3,20.3,40.7,3.9,10.7,36.7,4.3,9.6,45.2,50.4,2.9,3.5,84.3,1.2,5.2,6.4,8.5,1.3,0.3,3.5,3.3,23.4,18,53.6,0.528,0.17,3.4,16.1,9.5,37.9,1.7,0.8,13.9,29.7,0.7,1.1,1.8,0.067,3.2,-1.1,2.1,1.3,10,38.2,42.5,39,80.6,8.3,9.2,0,1.7,2.6,4.1,24.2,2,37,39,34.6,100,4.5,9.5,0,2.5,6,2,23,16,36.8,42.1,37.6,83.3,6.5,9,0.4,1.3,2.9,3.9,24.4,25.5,42.5,18,29,Under,Under
2/27/2023,ORL,NOP,Road,PG,Markelle Fultz,24,40,40,29.2,5.4,10.9,49.7,0.4,1.3,30.8,5,9.6,52.2,51.5,1.9,2.4,78.4,1.3,2.8,4,5.5,1.5,0.4,2.4,2.1,13.2,16,54.8,0.119,0.222,4.9,10.7,7.8,29.2,2.4,1.3,16.5,21.2,0.8,1.3,2.1,0.085,-0.5,0.7,0.1,0.6,10,32.8,51.1,21.4,96.4,4.7,4.8,0.4,1.4,2.3,2.5,16.4,1,24,37.5,0,75,2,3,1,0,0,2,9,20,30.6,52.2,29.2,77.6,4.1,6,0.4,1.5,1.9,2.4,14.4,14.5,24.5,14,24,Under,Under
2/27/2023,ORL,NOP,Road,PF,Paolo Banchero,20,54,54,33.7,6.4,15.4,41.8,1.1,4.1,27.7,5.3,11.3,46.9,45.5,5.7,7.5,75.2,1.2,5.4,6.6,3.6,0.9,0.5,2.7,2.2,19.7,14.9,52.6,0.264,0.489,3.9,18.3,11.1,16.6,1.3,1.4,12.5,27.5,-0.1,1.9,1.8,0.047,-0.8,-0.8,-1.6,0.2,10,33.6,35.3,3.3,69.2,7.5,3.2,0.5,0.5,1.9,2.1,15.4,1,25,28.6,0,87.5,6,2,0,1,1,3,11,27,34,41.7,29.2,73.3,6.1,3.4,0.6,1.1,2.2,2.8,19.8,19.5,28.5,29,41,Over,Over
2/27/2023,ORL,NOP,Road,SG,Gary Harris,28,32,26,24.7,3,6.3,47.3,1.9,4.2,44.8,1.1,2.2,52.2,62.1,0.8,0.9,89.3,0.5,1.7,2.2,1.2,0.9,0.2,0.7,2,8.7,11.2,64.3,0.66,0.138,2.3,7.8,5,7,1.8,0.6,8.9,12.9,1.1,0.6,1.7,0.103,-1.1,0.5,-0.6,0.3,9,26.7,38.2,41.3,100,2.7,1.2,0,1.2,1.9,0.2,7.6,1,27,62.5,66.7,50,2,1,0,0,2,1,15,17,24.8,48.1,47.1,100,2.1,1.2,0.2,0.8,2.4,0.6,8.4,7.5,11.5,6,7,Under,Under
2/27/2023,ORL,NOP,Road,C,Wendell Carter Jr.,23,41,38,29.8,5.6,10.8,51.7,1.2,3.6,34.9,4.3,7.2,60,57.5,2.8,3.7,73.9,2.1,6.5,8.7,2.6,0.4,0.6,2.2,3,15.1,16.6,61,0.331,0.347,8.2,24.8,16.5,13.4,0.6,1.9,14.9,21.1,1.5,1.3,2.9,0.112,0.3,-0.1,0.2,0.7,9,29.3,49.5,32.4,64.1,9,2.2,0.3,0.4,3,2,15,1,24,12.5,0,0,9,2,0,0,3,1,2,20,30.8,52.9,34.2,73.6,9.1,2.6,0.5,0.4,3.1,2,16,15.5,27.5,11,23,Under,Under
2/27/2023,ORL,NOP,Road,SF,Franz Wagner,21,60,60,33.2,6.9,14.2,48.6,1.7,4.5,36.8,5.2,9.7,54.2,54.5,3.5,4.2,83.3,0.9,3.1,4,3.5,0.9,0.2,2.1,2.3,19,16.1,59.2,0.32,0.296,3.1,10.5,6.8,16.8,1.3,0.5,11.6,23.6,2.6,1.5,4.1,0.099,0.5,-0.7,-0.2,0.9,10,33.3,45.7,34.1,75.9,3.8,3.3,0.1,1,2.9,2.5,14.3,1,32,62.5,71.4,100,6,9,0,0,2,2,30,30,33,45.9,36.9,78.3,4,3,0.2,1.1,2.6,2.4,18,16.5,24.5,11,19,Under,Under
2/27/2023,NOP,ORL,Home,SG,CJ McCollum,31,54,54,35,7.9,18.1,43.4,2.8,7.4,38.2,5.1,10.8,47,51.2,2.5,3.1,79.2,0.8,3.5,4.3,5.9,0.9,0.6,2.6,1.9,21,15.9,53.9,0.407,0.172,2.4,11.4,6.9,25.9,1.3,1.5,11.7,26.8,1,1.8,2.8,0.072,1.9,-0.8,1.1,1.4,9,34.3,45.3,34.5,83.3,3.3,6.2,0.3,0.7,2.7,2.2,19.8,1,36,28.6,18.2,90,5,7,0,3,3,3,23,28,34.8,44.6,41.2,81.2,4.4,6.3,0.6,1,1.8,2.5,21.8,21.5,31.5,18,26,Under,Under
2/27/2023,NOP,ORL,Home,SF,Brandon Ingram,25,26,26,32.5,8.2,17.8,46,1.7,4,41.3,6.5,13.8,47.4,50.6,4.8,5.4,87.9,0.4,4.6,5,4.7,0.7,0.5,3.3,2.5,22.8,17,56.5,0.225,0.305,1.5,16,8.6,23.6,1,1.3,13.9,30.7,0.3,0.8,1.2,0.067,0.9,-0.8,0.1,0.4,9,34.3,47.9,42.4,87.3,4.8,4.9,0.2,0.3,3.1,3.7,27.3,,,,,,,,,,,,,13,31.5,46.6,36.2,87,4.3,4.8,0.4,1,2.3,3.1,22.2,25.5,35.5,25,36,Under,Over
2/27/2023,NOP,ORL,Home,SF,Herbert Jones,24,45,45,28.6,3.4,7.6,44.3,0.7,2.6,27.8,2.6,5,52.7,49,2,2.6,74.8,1.3,2.5,3.8,2.2,1.6,0.7,1.3,3.2,9.4,11.4,53.8,0.337,0.349,5.2,9.9,7.5,10,2.7,2.2,12.7,14.9,0.6,1.7,2.3,0.085,-2.6,1.7,-0.9,0.4,10,31.5,48.5,23.8,72.2,3.9,2.5,0.6,2.1,2.8,1.4,8.4,1,19,80,100,25,1,3,1,2,6,0,10,21,30,39.6,27.1,74.5,3.8,1.8,0.8,1.6,3.5,1.6,8.4,8.5,14.5,10,18,Over,Over
2/27/2023,NOP,ORL,Home,C,Jonas Valančiūnas,30,60,60,24.9,5.7,10.5,54.2,0.5,1.5,33.7,5.2,9,57.7,56.7,2.5,3,81.7,2.9,6.9,9.8,1.7,0.3,0.5,1.9,3.1,14.3,19.1,60.7,0.146,0.286,12.8,31.4,22.1,10.4,0.5,1.8,14,23.4,2.3,2,4.3,0.139,0.2,-1,-0.8,0.5,9,25.8,57.6,0,76,10.6,2.1,0.1,0.1,2.9,1.2,13,1,28,47.4,100,50,10,1,1,0,5,0,20,29,23.7,49.7,30,80.8,9.6,1.6,0.4,0.2,3.1,2,12.7,14.5,27.5,8,15,Under,Under
2/27/2023,PHI,MIA,Home,PF,Tobias Harris,30,55,55,33.6,6.1,12.3,49.9,1.8,4.7,38.3,4.3,7.6,57.2,57.3,1.4,1.6,85.6,0.9,4.9,5.8,2.5,1,0.5,1.3,2,15.5,15.1,59.5,0.386,0.133,3.3,16.8,10.1,11.6,1.5,1.5,8.8,18.9,2.1,2.3,4.4,0.114,0.6,0.1,0.7,1.2,10,33.1,47.5,40.5,81.8,4.2,2.1,0.6,0.8,1.3,0.8,12,,,,,,,,,,,,,30,34.3,52.3,42.1,87.5,6.2,2.4,0.5,0.7,2,1.3,16.5,14.5,21.5,2,8,Under,Under
2/27/2023,PHI,MIA,Home,C,Joel Embiid,28,47,47,35.1,11,20.6,53.1,1.1,3.1,34,9.9,17.5,56.5,55.7,10.1,11.8,85.8,1.8,8.6,10.4,4.1,1.1,1.6,3.5,3.2,33.1,30.6,64.1,0.152,0.573,6,28.4,17.3,22.5,1.6,4.3,11.9,37.2,5.5,3,8.4,0.246,6.3,2.3,8.6,4.4,10,36.1,51.9,25,88,11.7,3.9,1.5,1.1,2.4,2.6,31.2,,,,,,,,,,,,,28,35.6,52.9,33.3,88.5,10.9,4.5,1.9,1.2,3.1,3.4,34,32.5,46.5,27,41,Under,Under
2/27/2023,PHI,MIA,Home,SG,James Harden,33,43,43,36.6,6.6,14.6,45.2,2.9,7.3,39.3,3.7,7.3,51.1,55,5.6,6.5,86.4,0.5,5.7,6.2,10.7,1.2,0.6,3.4,2,21.6,22.5,62.1,0.5,0.446,1.7,17.9,9.9,44.5,1.7,1.5,16.4,25.3,4.6,2,6.6,0.203,5.4,0.7,6.1,3.2,10,36.3,46.9,41.7,86.1,5.7,9.6,0.8,1.3,1.5,3.3,22.8,,,,,,,,,,,,,25,37.3,45.1,40.5,82.5,6.4,10.9,0.6,1.4,2,3.5,22.1,21.5,37.5,20,38,Under,Over
2/27/2023,MIA,PHI,Road,C,Bam Adebayo,25,56,56,35.1,8.5,15.7,54,0,0.2,8.3,8.5,15.5,54.7,54.1,4.4,5.5,79.9,2.6,7.2,9.9,3.3,1.2,0.8,2.5,2.8,21.4,21,59,0.014,0.352,8.2,24.9,16.2,16.4,1.7,2.3,12.1,25.9,2.9,3.2,6.1,0.15,1.1,1,2.1,2,10,35.3,54.5,0,83.1,9.4,3.7,0.6,1.4,2.6,1.7,21.2,,,,,,,,,,,,,29,35.1,54.1,14.3,78.7,9.8,3.4,0.9,1.4,2.8,2.6,21.8,18.5,30.5,13,22,Under,Under
2/27/2023,MIA,PHI,Road,SF,Jimmy Butler,33,46,46,33.4,7.2,14,51.5,0.5,1.7,31.2,6.7,12.3,54.2,53.3,7,8.2,84.7,2.2,3.7,5.8,5,1.9,0.3,1.7,1.3,21.9,25.6,62.2,0.12,0.588,7.1,13.3,10,25.4,2.9,1.1,8.9,25.5,5.5,2.4,7.8,0.245,5.4,2,7.5,3.7,10,31.8,47.6,36.4,84.4,4.7,5.2,0.4,1.3,0.8,1.8,21.6,,,,,,,,,,,,,24,33,52.3,32.4,79.5,5.2,5,0.4,2,1.4,2.1,20.6,21.5,31.5,23,43,Over,Over
