Date,Team,Opponent,Place,Position,Player,Age,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,PER,TS%,3PAr,FTr,ORB%,DRB%,TRB%,AST%,STL%,BLK%,TOV%,USG%,OWS,DWS,WS,WS/48,OBPM,DBPM,BPM,VORP,L10 GP,L10 MIN,L10 FG%,L10 3P%,L10 FT%,L10 REB,L10 AST,L10 BLK,L10 STL,L10 PF,L10 TO,L10 PTS,VsOpp GP,VsOpp MIN,VsOpp FG%,VsOpp 3P%,VsOpp FT%,VsOpp REB,VsOpp AST,VsOpp BLK,VsOpp STL,VsOpp PF,VsOpp TO,VsOpp PTS,Place GP,Place MIN,Place FG%,Place 3P%,Place FT%,Place REB,Place AST,Place BLK,Place STL,Place PF,Place TO,Place PTS,Points O/U line,PRA O/U line,Actual Points,Actual PRA,Points Result,PRA Result
2/27/2023,NYK,BOS,Home,PF,Julius Randle,28,62,62,35.8,8.5,18.4,46.4,2.8,8.1,34.5,5.8,10.4,55.6,53.9,5.3,6.9,76,2.1,8.5,10.6,4.1,0.7,0.3,2.8,3,25.1,21.2,58.5,0.438,0.375,6.4,25.5,15.9,18.8,0.9,0.8,11.5,29,4.6,2.8,7.3,0.158,4.4,0,4.5,3.6,10,35.5,49,36.6,84.3,9,4.4,0.1,0.7,2.3,3,27.5,2,38.5,52.3,40,92.3,9,2,0,0,4,2.5,33,32,36,44.1,29.3,77.5,10.4,4.3,0.3,0.7,3,2.5,23.5,25.5,38.5,23,34,Under,Under
2/27/2023,NYK,BOS,Home,C,Mitchell Robinson,24,40,39,27,3.2,4.7,68.8,0,0,0,3.2,4.7,68.8,68.8,1,2,50.6,4.3,4.8,9.1,0.9,0.9,1.8,0.5,3,7.4,18.9,67,0,0.425,17.2,19.2,18.2,4.7,1.6,6.1,8.3,9.6,3,1.7,4.7,0.209,1.1,1.7,2.7,1.3,2,28,90.9,0,50,12.5,0,1,0.5,4,1,10.5,,,,,,,,,,,,,22,27.7,80.2,0,52,8.8,1,1.8,0.8,2.7,0.6,8.5,7.5,16.5,10,23,Over,Over
2/27/2023,NYK,BOS,Home,SG,Quentin Grimes,22,51,46,29.8,3.5,7.9,44.4,1.8,5.2,35.1,1.7,2.7,62.1,55.9,1.1,1.4,80,0.8,2.6,3.4,1.9,0.6,0.4,1,2.5,10,10.1,58.4,0.654,0.173,2.8,9.3,6.1,8.7,1.1,1.2,10.7,13.7,1.5,1.2,2.7,0.085,-1.3,0.3,-1,0.4,10,28.5,44.3,35.6,75,2.9,1.3,0.3,0.3,2.4,0.7,8.7,1,38,28.6,16.7,0,4,1,1,0,2,0,5,27,30.2,45.4,35.3,78.8,3.3,2,0.4,0.7,2.5,1,9.6,6.5,10.5,5,9,Under,Under
2/27/2023,NYK,BOS,Home,SF,RJ Barrett,22,55,55,34.3,6.9,16.1,43.1,1.8,5.5,33,5.1,10.7,48.3,48.7,4,5.3,75.2,0.9,4.3,5.1,2.8,0.5,0.2,2.3,2.6,19.7,13.2,53.4,0.339,0.332,2.7,13.5,8.1,12.8,0.7,0.5,10.9,25.9,0.6,1.4,2.1,0.053,-0.9,-1.7,-2.6,-0.3,9,32.9,42,28,71.8,4,3.1,0.1,0.4,3.4,2.2,17.6,2,38.5,45.5,50,91.7,4,2.5,0,1,1.5,3.5,23,28,35.5,44.1,32.3,80.6,5.7,3.2,0.2,0.5,3,2.7,21,17.5,23.5,10,19,Under,Under
2/27/2023,NYK,BOS,Home,PG,Jalen Brunson,26,58,58,35.1,8.5,17.6,48,1.9,4.6,40.7,6.6,13,50.7,53.4,4.9,5.8,83.7,0.6,3,3.6,6.2,0.9,0.3,2,2.3,23.7,21,58.7,0.262,0.331,2,9.1,5.5,29.1,1.3,0.7,9.2,27.1,5.8,1.6,7.4,0.174,4.3,-0.4,3.8,3,9,37.7,54.3,46,78.1,4.3,6.3,0.1,0.6,2.1,1.8,28.4,2,36.5,52.4,25,83.3,3.5,8.5,1,0,2,0.5,25.5,31,35.2,47.8,41.7,81.7,3.5,6.1,0.2,0.8,2.3,2,24.6,24.5,33.5,17,24,Under,Under
2/27/2023,BOS,NYK,Road,SF,Jayson Tatum,24,57,57,37.4,9.9,21.4,46.1,3.3,9.3,35.5,6.6,12.1,54.4,53.9,7.4,8.5,86.4,1.1,7.6,8.7,4.6,1,0.8,2.9,2.1,30.4,23.8,60.5,0.436,0.398,3.3,22.2,12.9,20.7,1.4,1.8,10.5,32.9,4.9,3.1,8,0.181,4.9,0.4,5.3,3.9,9,36.8,44.3,38.1,82.8,8.8,5.7,1,0.9,1.9,3.3,26.8,2,40,46.5,40,100,9,4.5,1.5,1,3,3,30.5,28,37.5,45.1,35.9,86.3,8.8,4.9,0.9,0.8,1.9,3.4,29.3,31.5,44.5,14,30,Under,Under
2/27/2023,BOS,NYK,Road,C,Al Horford,36,47,47,30.8,3.5,7.4,47,2.1,4.9,43,1.4,2.6,54.5,61,0.3,0.4,72.2,1.2,5,6.2,2.7,0.5,0.9,0.6,2,9.3,13,61.5,0.653,0.052,4.4,17.5,11.1,11.7,0.8,2.5,7.3,11.6,2.4,1.8,4.2,0.14,1,1.3,2.3,1.6,7,30.3,44.9,47.2,75,6.7,2.9,0.3,0.1,2.1,0.7,9.1,1,35,40,50,0,4,4,0,0,4,2,6,19,30.9,42.4,38.2,66.7,6.4,2.6,0.7,0.7,2.1,0.7,8.1,8.5,15.5,13,16,Over,Over
2/27/2023,BOS,NYK,Road,C,Robert Williams,25,25,15,24,4,5.3,75,0,0,0,4,5.2,75.6,75,0.6,0.9,65.2,3.2,5.5,8.7,1.6,0.5,1.1,0.9,1.8,8.5,20.5,74.9,0.008,0.174,14.7,24.9,19.9,9.6,1.1,3.8,13.9,12,1.9,1,2.9,0.229,1.8,1.6,3.5,0.8,8,25.9,73.1,0,60,10,1.5,0.8,0.5,2.4,0.9,9.9,1,36,80,0,0,12,2,1,1,1,0,8,12,24.3,75,0,50,7.8,1.6,1.1,0.7,1.4,0.8,8.3,9.5,19.5,6,13,Under,Under
2/27/2023,BOS,NYK,Road,PG,Marcus Smart,28,44,44,32.3,4,9.5,42.4,1.8,5.3,33,2.3,4.2,54.3,51.7,1.4,1.8,76.9,0.7,2.8,3.5,7,1.4,0.4,2.4,2.6,11.2,12.7,54.4,0.559,0.187,2.5,9.3,6,29.2,2.1,1,19,17.1,1.1,1.8,2.9,0.099,-1.2,0.5,-0.8,0.4,3,30.3,46.4,28.6,80,4.7,4,0,3,2.3,3,11.3,1,36,55.6,60,0,2,11,0,0,2,1,13,23,32.8,39.9,30.6,73.5,3.5,6.5,0.5,1.2,2.6,2.6,10.8,12.5,21.5,19,25,Over,Over
2/27/2023,ORL,NOP,Road,PG,Cole Anthony,22,41,3,24.7,4.2,9.5,44,1.1,3.2,34.1,3.1,6.3,49,49.7,2.6,2.9,89,0.6,4,4.6,4.1,0.6,0.6,1.5,2.5,12,15.9,55.8,0.339,0.303,2.8,18.1,10.5,25.3,1.1,2.5,12.2,21.4,1.3,1.1,2.4,0.112,0.8,0.7,1.5,0.9,8,20.6,45.8,38.9,88.5,4.5,4.3,1.1,0.3,2,1.1,12,1,26,66.7,50,100,3,4,0,0,2,2,22,21,24.8,42.1,34.8,88.2,4.5,3.6,0.8,0.7,2.4,1.5,11.6,9.5,16.5,2,7,Under,Under
2/27/2023,ORL,NOP,Road,C,Moritz Wagner,25,40,14,20.9,3.6,7.4,49.3,1,3.1,31.2,2.7,4.2,62.7,56,2.9,3.3,86.4,1.3,3.3,4.7,1.7,0.7,0.2,1.2,2.7,11.1,17.6,62.9,0.425,0.449,7.2,18,12.6,12.2,1.7,1,12,20.7,1.8,0.9,2.7,0.155,0.6,0.4,1,0.6,10,18.4,47,28.6,82.4,2.6,1.4,0.3,0.7,2,0.6,9.8,1,16,33.3,0,100,4,2,0,0,2,0,5,21,19.6,46.5,27.4,85.7,4.6,1.3,0.2,0.7,2.2,1.1,10.3,9.5,14.5,14,19,Over,Over
2/27/2023,ORL,NOP,Road,PG,Jalen Suggs,21,36,14,23,3.3,8,41.7,1.1,3.7,30.6,2.2,4.3,51.3,48.8,1.6,2.2,70,0.9,1.9,2.8,3.3,1.2,0.5,1.9,2.3,9.4,12.2,52.1,0.465,0.278,4.4,9.2,6.8,21.2,2.6,2.2,17.4,20.4,-0.2,1,0.8,0.044,-2,0.9,-1.2,0.2,9,23.9,44.6,40.6,72.2,2.8,2,0.8,1.6,2,1.4,10.2,1,15,50,50,100,4,1,0,0,2,1,6,18,21.3,41,28.6,76.7,2.6,3.1,0.5,1.6,1.9,1.9,9.3,9.5,14.5,9,17,Under,Over
2/27/2023,PHI,MIA,Home,PG,Tyrese Maxey,22,40,22,32.7,7,15.5,45.1,2.2,5.9,38,4.8,9.7,49.4,52.3,3.2,3.9,81.3,0.4,2.4,2.8,3.6,0.8,0.1,1.4,2.1,19.4,15.5,56.2,0.377,0.25,1.5,8.4,5,17.6,1.2,0.4,7.5,25.4,1.4,1.1,2.5,0.093,0.2,-1.5,-1.3,0.2,10,29.6,42.7,33.3,86.1,2.5,2.7,0.1,0.8,2.2,0.8,15.8,,,,,,,,,,,,,23,33.1,43.8,37.3,78.5,2.5,4.2,0.1,1,2.2,1.4,18.7,16.5,21.5,23,26,Over,Over
2/27/2023,PHI,MIA,Home,PF,PJ Tucker,37,57,57,26.1,1.3,2.9,42.9,0.7,1.7,41.4,0.5,1.2,44.9,55.1,0.3,0.4,85,1.4,2.8,4.1,0.8,0.5,0.2,0.6,2.4,3.5,5.6,57.1,0.589,0.119,6.1,12.3,9.3,3.9,0.9,0.8,17.3,6.4,0.7,1.4,2,0.065,-3.5,0.1,-3.3,-0.5,10,24.1,54.3,52.2,50,4.5,0.6,0.1,0.3,2.2,0.4,5.1,,,,,,,,,,,,,33,26.6,35.9,38.5,86.7,4.5,0.9,0.2,0.6,2.5,0.6,3,4.5,9.5,8,12,Over,Over
2/27/2023,BOS,NYK,Road,PG,Malcolm Brogdon,30,52,0,25.4,5.1,10.5,48.6,2.1,4.4,46.5,3.1,6.1,50.2,58.4,2.4,2.7,88.7,0.7,3.6,4.2,3.7,0.6,0.3,1.6,1.6,14.7,18.7,62.7,0.42,0.258,2.9,15.3,9.2,22.2,1.2,1,12,22.9,2.9,1.5,4.5,0.163,2.8,0.2,3,1.7,9,27.4,53.7,55,94.1,3.8,3.8,0.3,0.7,2.2,1.9,15.6,2,31.5,32.1,33.3,100,5,5.5,0,1,1,1,12,25,25.8,47.3,49.2,93.5,4.4,4.1,0.3,0.5,1.7,1.4,15.2,15.5,23.5,22,26,Over,Over
2/27/2023,BOS,NYK,Road,PG,Derrick White,28,61,51,27.6,4.1,9,45.7,1.8,4.7,39.1,2.3,4.3,52.8,55.8,1.9,2.2,85.9,0.6,2.7,3.3,3.8,0.7,0.9,1.1,2.2,12,15.4,59.9,0.517,0.246,2.3,10.7,6.5,19.4,1.3,2.8,9.7,17.5,3.2,2.1,5.3,0.15,1.1,1.1,2.2,1.8,10,33.9,50,44.3,86.2,4.4,5.8,0.7,0.6,1.7,1.3,20.4,2,25,46.7,55.6,75,3,2.5,1,0,1,1,11,30,26.3,45.1,38.3,87.5,2.8,3.8,1,0.6,2.2,1,12,17.5,24.5,13,23,Under,Under
2/27/2023,NYK,BOS,Home,SG,Josh Hart,27,5,0,26.2,5,8.2,61,2,3.2,62.5,3,5,60,73.2,2.2,3,73.3,1.6,3.8,5.4,2.8,1,0.6,1.2,2.6,14,22.8,74.6,0.39,0.366,6.6,15.7,11.1,16.2,1.9,2.2,11.2,17.5,0.5,0.2,0.7,0.25,5.4,3,8.3,0.3,9,29,55.7,40.6,75,6.4,2.6,0.3,0.9,2.2,1.1,13.2,,,,,,,,,,,,,28,31.1,51.8,39.1,76.5,7.6,3.5,0.3,1.3,2.6,1.2,9.9,8.5,16.5,12,22,Over,Over
2/27/2023,NYK,BOS,Home,SG,Immanuel Quickley,23,61,10,27.8,4.5,10.2,44,1.7,4.9,35.3,2.7,5.2,52.2,52.6,2,2.5,82.1,0.7,3.4,4.1,3.1,0.8,0.2,1.1,2.1,12.7,14.6,56.5,0.484,0.244,2.7,13.2,7.9,16.3,1.5,0.6,9,19.1,2.6,1.6,4.3,0.121,0.4,0.5,0.9,1.2,10,28.5,46,39.3,68.4,4.1,2.5,0.4,0.7,1.7,0.8,12.7,2,20.5,50,40,50,3.5,1,0,1,1,0,10.5,32,26.9,47.1,37.9,83.5,4.6,2.9,0.2,0.6,2.1,1.1,13.1,11.5,17.5,23,28,Over,Over
3/1/2023,PHX,CHA,Road,C,Deandre Ayton,24,53,53,30.3,8.2,13.8,59.1,0.1,0.4,30.4,8,13.4,60,59.5,2.2,3,73.9,2.8,7.3,10.1,2,0.6,0.8,1.9,2.8,18.7,21.1,61.7,0.031,0.22,10,27.4,18.5,10.9,0.9,2.3,11.2,24,2.9,2.3,5.2,0.155,1.6,-0.1,1.6,1.4,10,32.1,67.1,0,82.4,10.2,1.3,1.2,0.9,2.7,1.1,22.8,,,,,,,,,,,,,28,31.9,59,33.3,74.6,9.5,2.1,0.8,0.6,2.8,2,18.8,19.5,33.5,16,36,Under,Over
3/1/2023,PHX,CHA,Road,PG,Chris Paul,37,41,41,32.1,4.8,11.3,42.9,1.6,4.1,37.6,3.3,7.1,45.9,49.8,2.6,3.2,81.7,0.4,3.8,4.2,8.9,1.5,0.4,2.1,2.2,13.8,17.4,54.6,0.368,0.284,1.2,13.5,7.2,39,2.3,1.2,14.1,19.6,2.4,1.7,4.1,0.148,1.6,1.2,2.9,1.6,10,33.3,36.7,21.9,77.4,3.6,9.7,0.6,2,1.7,2.2,11.9,1,27,66.7,66.7,0,5,11,0,0,1,0,14,20,33.5,41.7,34.4,81.7,4.5,9.1,0.7,1.9,2.3,2.3,14.8,13.5,25.5,2,15,Under,Under
3/1/2023,PHX,CHA,Road,SG,Devin Booker,26,35,35,34.1,9.5,20.1,47.3,2.1,6.2,34.7,7.4,13.9,52.9,52.6,5.3,6.3,84.1,0.8,3.8,4.6,5.7,0.8,0.3,2.5,2.8,26.5,21,57.8,0.307,0.313,2.5,12.6,7.4,28.7,1.2,0.9,10,31.8,2.3,1.2,3.5,0.141,4,-0.6,3.4,1.6,6,31.7,45,22.9,80,4.3,6.3,0.2,0.5,3.5,3.2,23.3,,,,,,,,,,,,,16,33.9,45.3,32.7,85.7,4.3,5.6,0.1,1.2,2.6,2.6,24.3,23.5,34.5,37,50,Over,Over
3/1/2023,CHA,PHX,Home,C,Mark Williams,21,32,7,16.8,3.3,5.2,64.8,0,0,0,3.3,5.2,64.8,64.8,1.5,2,72.3,1.9,4.3,6.2,0.4,0.7,1.2,0.8,2.2,8.2,21.6,67.4,0,0.394,11.9,27.9,19.7,3.4,1.9,6.1,11.4,17,1.2,0.9,2.1,0.187,0,0.9,0.9,0.4,10,22.2,67.7,0,66.7,8.1,0.6,1.6,0.5,2.8,0.8,10,1,6,50,0,100,2,0,0,0,2,1,6,14,20.3,67.1,0,73.3,7.8,0.4,1.2,0.8,2.4,1.1,9.4,11.5,22.5,11,23,Under,Over
3/1/2023,CHA,PHX,Home,SF,Gordon Hayward,32,37,37,31.3,5.5,11.6,47.2,1,3.2,31.9,4.4,8.4,53.1,51.6,2.6,3.2,81.7,0.7,3.7,4.4,3.7,0.9,0.2,1.9,1.4,14.6,14.8,51.9,0.427,0.187,2.6,10,6.2,21,1.5,0.6,9.1,26.5,0.5,1.1,1.6,0.041,0.7,-1.5,-0.8,0.6,10,31.9,55,40.9,83.3,4.4,3.9,0.1,1.4,2.3,2.1,17.1,,,,,,,,,,,,,16,31.3,49.2,31.9,82.1,3.1,4.1,0.2,1.1,1.8,2,15.2,17.5,27.5,15,21,Under,Under
3/1/2023,CHA,PHX,Home,SG,Terry Rozier,28,52,52,35.6,7.9,19,41.4,2.7,8.1,32.9,5.2,10.9,47.8,48.4,2.9,3.6,82.7,0.9,3.3,4.2,4.8,1.1,0.3,2.1,1.9,21.4,13.5,56.2,0.278,0.28,2.4,12.9,7.5,17,1.4,0.6,13,19.9,0.6,0.8,1.4,0.057,-1.2,-0.4,-1.7,0.1,9,34.9,42,28.8,80,3.2,3.9,0.3,1.7,2.1,1,19.9,1,36,33.3,44.4,50,4,5,1,1,0,0,19,26,35.5,41.1,31.8,82.4,3.9,5.3,0.3,0.9,2,2.1,21,22.5,33.5,20,31,Under,Under
3/1/2023,CLE,BOS,Road,SG,Donovan Mitchell,26,53,53,35.4,9.5,19.8,47.9,3.7,9.4,38.9,5.8,10.4,56.1,57.1,4.5,5.2,87.6,0.9,3.1,4,4.8,1.5,0.4,2.7,2.4,27.2,23,61.5,0.475,0.262,3.1,10.2,6.7,23.2,2.2,1,10.9,31.4,4.4,2.7,7.1,0.182,5.7,0.8,6.5,4,9,34.7,49.7,37.5,94.4,4.8,4.4,0.6,1.7,1.9,2.4,27.7,2,45,50,44.4,100,4,4.5,1,1,3.5,3.5,33,26,35.8,47.4,35.6,90.2,4.2,4.4,0.2,1.3,2.3,2.8,27.2,25.5,34.5,44,53,Over,Over
3/1/2023,CLE,BOS,Road,PG,Darius Garland,23,54,54,35.1,7.5,16.1,46.8,2.6,6.1,42.1,5,10,49.6,54.7,4.3,4.9,86.8,0.4,2.2,2.6,7.9,1.3,0.1,2.9,2.1,21.9,20,59.9,0.377,0.305,1.4,7.4,4.5,35.2,1.8,0.3,13.7,27,4.3,2.3,6.6,0.168,3.9,-0.5,3.4,2.6,9,33.1,54,51,84.2,1.9,6.2,0.2,1.1,2.6,2.7,21.4,1,42,45,45.5,85.7,5,12,0,3,3,1,29,27,34.5,43.3,39.7,82.3,2.8,7.3,0.1,1.3,2.1,2.5,19.7,21.5,29.5,29,41,Over,Over
3/1/2023,CLE,BOS,Road,PF,Evan Mobley,21,62,62,34.1,6.5,11.9,55.2,0.3,1.3,22,6.3,10.5,59.4,56.5,2.6,3.7,69.6,2.3,6.5,8.8,2.7,0.8,1.3,2,2.9,16,17.3,59.2,0.112,0.313,8.2,22.3,15.3,11.8,1.2,3.6,13.2,20.4,2.5,3.7,6.2,0.141,-0.3,1.4,1.1,1.6,10,33.8,55.2,30,71.4,8.2,2.3,1.2,1.2,3,1.8,19.4,2,37,70,25,62.5,8.5,2.5,1,0.5,3.5,2.5,17,30,33.9,54.2,17.1,69.2,8.8,2.5,1.7,0.9,2.9,2.1,16.4,16.5,27.5,12,26,Under,Under
3/1/2023,CLE,BOS,Road,C,Jarrett Allen,24,57,57,33.2,6.2,9.4,65.4,0,0.2,11.1,6.2,9.3,66.4,65.5,2.5,3.4,73.3,3.2,6.7,9.9,1.6,0.8,1.2,1.5,2.2,14.8,20.2,67.9,0.017,0.355,11.6,23.6,17.7,7.5,1.2,3.3,11.9,16.7,4.8,3.3,8.1,0.207,1.5,0.9,2.4,2.1,10,33,71.6,0,82.4,10.9,1.5,1.2,0.3,2.4,1.3,18.4,2,38,55,0,66.7,12.5,1,1,0,2,1.5,13,27,32.3,64.1,0,75,9.1,1.7,1.2,0.6,2.2,1.1,14.5,14.5,26.5,5,13,Under,Under
3/1/2023,CLE,BOS,Road,SF,Isaac Okoro,22,64,34,21.2,2.3,4.6,49.1,0.8,2.2,35.5,1.5,2.4,61.8,57.7,1,1.4,73.6,0.7,1.9,2.6,1.1,0.7,0.4,0.6,1.9,6.3,10.8,60.7,0.481,0.297,3.8,10.5,7.2,7.2,1.6,1.8,10,12.2,1.5,1.9,3.4,0.12,-1.8,1.5,-0.2,0.6,10,25.7,51.9,43.3,83.3,2.5,1.8,0.4,0.3,1.3,0.3,7.9,2,6.5,33.3,0,0,0,0,0,0,2.5,1,1,31,21.3,47.9,37.1,75.5,2.7,1,0.3,0.7,2,0.6,6.3,6.5,10.5,9,11,Over,Over
3/1/2023,BOS,CLE,Home,SF,Jayson Tatum,24,58,58,37.3,9.8,21.3,46,3.3,9.3,35.1,6.5,12,54.4,53.6,7.2,8.4,86.4,1.1,7.6,8.7,4.7,1,0.8,3,2.1,30.1,23.6,60.2,0.437,0.393,3.3,22.1,12.8,21,1.4,1.8,10.6,32.8,4.9,3.1,8,0.177,4.8,0.4,5.2,3.9,9,37.6,41.1,32.1,83.1,8.6,6.2,0.9,0.8,1.9,3.7,24.9,2,42.5,47.5,31.3,93.8,9.5,5,2.5,1,2,5,29,29,37.2,47.1,35.2,86.5,8.7,4.3,0.7,1.2,2.3,2.5,31.5,27.5,40.5,41,60,Over,Over
3/1/2023,BOS,CLE,Home,C,Robert Williams,25,26,16,24.2,3.9,5.2,75,0,0,0,3.9,5.2,75.6,75,0.6,1,60,3.1,5.5,8.6,1.5,0.5,1.1,0.9,1.8,8.4,20.1,74.5,0.007,0.184,14.4,24.7,19.6,9.1,1,4,13.5,11.8,1.9,1,2.9,0.224,1.6,1.6,3.2,0.8,8,27.1,70.8,0,20,9.8,1.5,0.9,0.5,2.4,0.9,8.6,,,,,,,,,,,,,13,23.7,75,0,70.6,9.5,1.6,1.1,0.4,2.2,1.1,8.8,8.5,18.5,11,25,Over,Over
3/1/2023,BOS,CLE,Home,SG,Jaylen Brown,26,50,50,35.7,9.9,20.3,48.6,2.5,7.5,33.6,7.4,12.8,57.4,54.8,4.3,5.5,77.7,1.3,5.8,7,3.2,1.1,0.4,3.1,2.7,26.5,19.2,58.4,0.369,0.27,3.9,17.5,10.8,15.4,1.6,1.1,11.9,31.6,1.3,2.4,3.6,0.097,1.5,-0.5,1,1.4,4,34,42.7,32,71.4,6.3,3.3,0,1.8,3.3,2.8,21.8,2,43.5,43.8,29.4,78.9,8,4,0,1.5,4,4.5,31,27,35.5,49.6,30.5,79.9,6.9,3.2,0.3,1,2.5,3.2,27.3,24.5,34.5,16,23,Under,Under
3/1/2023,BOS,CLE,Home,PG,Derrick White,28,62,52,27.7,4.1,9,45.5,1.8,4.7,38.4,2.3,4.4,53.1,55.4,2,2.3,86.4,0.6,2.8,3.3,3.8,0.7,0.9,1.1,2.2,12,15.3,59.7,0.516,0.25,2.3,10.8,6.6,19.4,1.2,2.8,9.7,17.5,3.2,2.1,5.3,0.148,1,1.1,2.1,1.8,10,33.9,48.6,42,88.2,4,5.7,0.8,0.6,1.9,1.5,20.3,2,27,44.4,40,100,2,3.5,1,1,4,1,6,31,28.9,46.3,39.9,84.5,3.7,3.8,0.8,0.9,2.2,1.1,11.9,11.5,17.5,4,11,Under,Under
3/1/2023,BOS,CLE,Home,PG,Marcus Smart,28,45,45,32.3,4.1,9.6,42.6,1.8,5.3,32.9,2.3,4.3,54.7,51.7,1.4,1.8,76.8,0.7,2.8,3.5,6.8,1.4,0.4,2.4,2.6,11.3,12.8,54.5,0.556,0.19,2.5,9.3,6,28.8,2.1,1.1,18.6,17.3,1.2,1.8,3,0.099,-1.2,0.5,-0.6,0.5,4,31.3,46.5,28.6,77.8,4.5,3.5,0.5,2.5,2.5,2.5,13.3,2,37.5,29.6,21.4,88.9,5.5,6,0,1,3.5,1.5,13.5,21,31.8,45.5,36.4,79.5,3.5,7.4,0.3,1.6,2.7,2.2,11.6,10.5,18.5,14,16,Over,Under
3/1/2023,BOS,CLE,Home,PG,Malcolm Brogdon,30,53,0,25.5,5.2,10.6,49,2.1,4.4,46.4,3.2,6.2,50.9,58.7,2.4,2.7,88.7,0.6,3.5,4.2,3.7,0.6,0.3,1.6,1.6,14.8,18.8,62.9,0.417,0.25,2.8,15.2,9.1,22.2,1.2,1,11.7,23,3,1.6,4.6,0.164,2.9,0.3,3.2,1.7,9,28.1,54.3,52.4,94.1,3.8,3.6,0.4,0.7,2.4,1.7,16.9,2,23.5,56.3,50,100,3,4,0,0.5,2,2,12,27,25.1,50,43.8,84.8,4,3.4,0.3,0.7,1.5,1.8,14.2,12.5,18.5,2,6,Under,Under
3/1/2023,BOS,CLE,Home,C,Al Horford,36,48,48,30.7,3.5,7.5,47.2,2.1,4.9,43,1.4,2.6,55.3,61.3,0.3,0.4,72.2,1.2,4.9,6.1,2.7,0.5,0.9,0.6,1.9,9.4,13,61.8,0.656,0.05,4.3,17.4,10.9,11.6,0.8,2.4,7.1,11.7,2.5,1.8,4.3,0.139,1,1.2,2.3,1.6,7,30.9,46.2,43.6,75,6.3,2.6,0.3,0.1,2.1,0.7,9.7,2,40.5,55.6,37.5,100,7,2.5,1,0.5,2.5,1,12,28,30.7,50,46,73.3,6,2.8,1,0.4,1.9,0.5,10.2,8.5,15.5,23,37,Over,Over
3/1/2023,CHI,DET,Road,PF,Patrick Williams,21,62,58,28.8,3.8,8.2,46.2,1.4,3.4,41,2.4,4.8,49.8,54.7,1.1,1.3,86.3,1,3.3,4.3,1.4,0.9,0.8,1.3,1.9,10.1,11.1,57.5,0.415,0.157,4,12.7,8.4,6.3,1.4,2.6,12.8,15.4,0.5,2.2,2.7,0.072,-1.6,0.4,-1.2,0.4,10,25.8,48.1,42.3,73.3,4.1,1.7,0.4,1.5,1.2,1.1,9.8,2,31,58.3,57.1,0,4.5,1,1,1.5,0.5,1,9,31,28.8,42.9,34.6,89.3,4.4,1.3,0.8,0.9,2.2,1.4,9.2,8.5,13.5,11,13,Over,Under
3/1/2023,CHI,DET,Road,PG,Coby White,22,54,1,22.4,3.2,7.5,42,1.6,4.6,35.5,1.5,2.9,52.2,52.8,0.9,1.1,84.2,0.2,2.5,2.7,2.1,0.7,0.1,0.8,1.6,8.9,11.2,55.3,0.609,0.14,1,12.2,6.7,12.8,1.6,0.4,9.2,17.3,0.5,1.3,1.9,0.074,-1.6,0.2,-1.4,0.2,10,27.3,41.8,28.6,100,2.9,3,0.1,0.6,1.3,0.8,10.5,2,15.5,75,75,0,0.5,0.5,0,0.5,1.5,0,7.5,27,22.7,39.3,37.4,78.9,2.6,1.9,0,0.7,1.8,0.9,9.1,8.5,13.5,14,21,Over,Over
3/1/2023,CHI,DET,Road,SG,Zach LaVine,27,58,58,35.9,8.4,17.7,47.2,2.7,7.3,37.2,5.7,10.5,54.2,54.9,4.6,5.4,84.2,0.5,4.3,4.8,4,0.9,0.2,2.6,2.2,24.1,18,59.7,0.41,0.307,1.6,13.1,7.5,17.5,1.3,0.6,11.4,27.8,2.5,2.2,4.7,0.108,2,-0.6,1.4,1.8,10,36.1,51.7,32.8,84.7,4.8,3,0.4,0.4,2.1,2.7,26,2,37,62.5,46.7,94.1,4,5,0,1.5,1,3,36.5,27,37.6,48.5,36.2,82.2,4.9,4.1,0.2,0.9,2.3,2.5,25.9,24.5,33.5,41,42,Over,Over
3/1/2023,CHI,DET,Road,SG,Alex Caruso,28,52,22,24.3,1.9,4.3,44.1,0.8,2.2,37.1,1.1,2,51.9,53.8,0.9,1.1,79.7,0.6,2.5,3.2,3.2,1.6,0.7,1.3,2.5,5.5,11.4,57.7,0.523,0.266,2.9,11.5,7.3,16.7,3.3,2.6,21.3,11,0.6,2.1,2.7,0.104,-2.4,3.7,1.2,1,7,25.4,37,21.1,100,4.1,3,0.4,1.1,3.1,1.3,4.1,2,21.5,50,66.7,0,2.5,2.5,2,3,2.5,1,5,28,25.4,36.2,28.1,81.3,3.5,3.1,0.6,1.4,2.7,1.4,4.9,5.5,12.5,8,11,Over,Under
